Song Title,Artist,Features,Values
You Belong With Me (Taylor’s Version),Taylor Swift,energy,0.773
Shake It Off,Taylor Swift,energy,0.785
illicit affairs,Taylor Swift,energy,0.31
my tears ricochet,Taylor Swift,energy,0.263
exile (feat. Bon Iver),Taylor Swift,energy,0.38
champagne problems,Taylor Swift,energy,0.24
Midnight Rain,Taylor Swift,energy,0.363
I Did Something Bad,Taylor Swift,energy,0.602
The Archer,Taylor Swift,energy,0.574
Blank Space (Taylor's Version),Taylor Swift,energy,0.725
Wildest Dreams (Taylor's Version),Taylor Swift,energy,
willow,Taylor Swift,energy,0.574
the 1,Taylor Swift,energy,0.357
right where you left me - bonus track,Taylor Swift,energy,0.619
Style,Taylor Swift,energy,0.786
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,energy,0.764
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,energy,0.547
Love Story (Taylor’s Version),Taylor Swift,energy,
Love Story (Taylor’s Version),Taylor Swift,energy,0.792
All Of The Girls You Loved Before,Taylor Swift,energy,0.467
invisible string,Taylor Swift,energy,0.452
this is me trying,Taylor Swift,energy,0.476
Gorgeous,Taylor Swift,energy,0.535
Out Of The Woods (Taylor's Version),Taylor Swift,energy,0.885
Fearless (Taylor’s Version),Taylor Swift,energy,0.741
End Game,Taylor Swift,energy,0.589
New Romantics (Taylor's Version),Taylor Swift,energy,0.855
Hits Different,Taylor Swift,energy,0.782
Afterglow,Taylor Swift,energy,0.449
Dress,Taylor Swift,energy,0.469
Daylight,Taylor Swift,energy,0.496
Mine (Taylor's Version),Taylor Swift,energy,0.783
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,energy,0.83
tolerate it,Taylor Swift,energy,0.361
Call It What You Want,Taylor Swift,energy,0.504
Back To December (Taylor's Version),Taylor Swift,energy,0.635
Vigilante Shit,Taylor Swift,energy,0.277
Picture To Burn,Taylor Swift,energy,0.877
I Knew You Were Trouble.,Taylor Swift,energy,0.469
Shake It Off (Taylor's Version),Taylor Swift,energy,0.807
Maroon,Taylor Swift,energy,0.398
False God,Taylor Swift,energy,0.32
Wildest Dreams (Taylor's Version),Taylor Swift,energy,0.67
Death By A Thousand Cuts,Taylor Swift,energy,0.732
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,energy,0.401
22 (Taylor's Version),Taylor Swift,energy,0.695
Welcome To New York (Taylor's Version),Taylor Swift,energy,0.607
Wildest Dreams,Taylor Swift,energy,0.666
Cornelia Street,Taylor Swift,energy,0.624
Long Live (Taylor's Version),Taylor Swift,energy,0.65
Long Live (Taylor's Version),Taylor Swift,energy,0.65
I Think He Knows,Taylor Swift,energy,0.366
I Think He Knows,Taylor Swift,energy,0.366
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,energy,0.686
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,energy,0.686
I Knew You Were Trouble (Taylor's Version),Taylor Swift,energy,0.557
I Knew You Were Trouble (Taylor's Version),Taylor Swift,energy,0.557
mirrorball,Taylor Swift,energy,0.413
mirrorball,Taylor Swift,energy,0.413
I Forgot That You Existed,Taylor Swift,energy,0.316
I Forgot That You Existed,Taylor Swift,energy,0.316
Red (Taylor's Version),Taylor Swift,energy,0.777
Red (Taylor's Version),Taylor Swift,energy,0.777
King Of My Heart,Taylor Swift,energy,0.703
King Of My Heart,Taylor Swift,energy,0.703
Dancing With Our Hands Tied,Taylor Swift,energy,0.691
Dancing With Our Hands Tied,Taylor Swift,energy,0.691
The Way I Loved You (Taylor’s Version),Taylor Swift,energy,0.732
The Way I Loved You (Taylor’s Version),Taylor Swift,energy,0.732
Clean (Taylor's Version),Taylor Swift,energy,0.386
Clean (Taylor's Version),Taylor Swift,energy,0.386
London Boy,Taylor Swift,energy,0.71
London Boy,Taylor Swift,energy,0.71
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,energy,0.377
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,energy,0.377
You Belong With Me,Taylor Swift,energy,0.783
You Belong With Me,Taylor Swift,energy,0.783
betty,Taylor Swift,energy,0.377
betty,Taylor Swift,energy,0.377
Sparks Fly (Taylor’s Version),Taylor Swift,energy,0.758
Sparks Fly (Taylor’s Version),Taylor Swift,energy,0.758
Better Than Revenge (Taylor's Version),Taylor Swift,energy,0.885
Better Than Revenge (Taylor's Version),Taylor Swift,energy,0.885
the last great american dynasty,Taylor Swift,energy,0.662
the last great american dynasty,Taylor Swift,energy,0.662
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,energy,0.417
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,energy,0.417
Love Story,Taylor Swift,energy,0.741
Love Story,Taylor Swift,energy,0.741
This Is Why We Can't Have Nice Things,Taylor Swift,energy,0.789
This Is Why We Can't Have Nice Things,Taylor Swift,energy,0.789
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,energy,0.72
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,energy,0.72
Mastermind,Taylor Swift,energy,0.357
Mastermind,Taylor Swift,energy,0.357
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,energy,0.715
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,energy,0.715
I Wish You Would (Taylor's Version),Taylor Swift,energy,0.851
I Wish You Would (Taylor's Version),Taylor Swift,energy,0.851
New Year’s Day,Taylor Swift,energy,0.151
New Year’s Day,Taylor Swift,energy,0.151
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,energy,0.621
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,energy,0.621
Mean (Taylor's Version),Taylor Swift,energy,0.692
Mean (Taylor's Version),Taylor Swift,energy,0.692
Tim McGraw,Taylor Swift,energy,0.491
Tim McGraw,Taylor Swift,energy,0.491
Enchanted,Taylor Swift,energy,0.623
Enchanted,Taylor Swift,energy,0.623
Pantropiko,Bini,instrumentalness,
"Salamin, Salamin",Bini,instrumentalness,0.0
Karera,Bini,instrumentalness,
Lagi,Bini,instrumentalness,
Na Na Na,Bini,instrumentalness,0.0
Huwag Muna Tayong Umuwi,Bini,instrumentalness,
Na Na Nandito Lang,Bini,instrumentalness,9.61e-05
I Feel Good,Bini,instrumentalness,
Ang Huling Cha Cha,Bini,instrumentalness,0.0
Diyan Ka Lang,Bini,instrumentalness,2.03e-06
Golden Arrow,Bini,instrumentalness,0.0
Pantropiko,Bini,instrumentalness,0.0
Born To Win,Bini,instrumentalness,
Strings,Bini,instrumentalness,0.0
Kinikilig,Bini,instrumentalness,0.0
Pit a Pat,Bini,instrumentalness,0.0
Karera,Bini,instrumentalness,3.75e-05
Da Coconut Nut,Bini,instrumentalness,0.0
No Fear,Bini,instrumentalness,0.0
Kabataang Pinoy,Bini,instrumentalness,0.00064
8,Bini,instrumentalness,0.0
Here With You,Bini,instrumentalness,
Love Yourself,Bini,instrumentalness,0.00031
Gandang Vitakeratin,Bini,instrumentalness,0.0
Lagi - Acoustic,Bini,instrumentalness,7.16e-05
Made for All,Bini,instrumentalness,0.0
"Bata, Kaya Mo!",Bini,instrumentalness,0.00155
Super Crush,Bini,instrumentalness,0.0
Kapit Lang,Bini,instrumentalness,
Strings - Dance Version,Bini,instrumentalness,0.0
B HU U R,Bini,instrumentalness,3.23e-06
"Read All About It, Pt. III",Bini,instrumentalness,0.00167
Hunger - Live,Bini,instrumentalness,0.0
Come Up Here - Live,Bini,instrumentalness,0.0
Lagi,Bini,instrumentalness,
I Feel Good,Bini,instrumentalness,0.0
Here Comes the Glory - Live,Bini,instrumentalness,0.000398
I See Jesus - Live,Bini,instrumentalness,0.0
Born To Win - Bahasa Version,Bini,instrumentalness,0.0
Born To Win - Japanese Version,Bini,instrumentalness,0.0
Living Proof - Live,Bini,instrumentalness,
Born To Win - Spanish Version,Bini,instrumentalness,0.0
Up!,Bini,instrumentalness,0.897
Born To Win - Thai Version,Bini,instrumentalness,1.11e-06
Born To Win,Bini,instrumentalness,0.0
Kapit Lang,Bini,instrumentalness,3.25e-05
The Revelation of Jesus - Live,Bini,instrumentalness,2.92e-05
"Read All About It, Pt. III - Extended",Bini,instrumentalness,0.475
All Things - Live,Bini,instrumentalness,0.0
Born to Win - Acapella,Bini,instrumentalness,0.0
Born to Win,Bini,instrumentalness,0.0
Doxology (Hallelujah) - Live,Bini,instrumentalness,0.000114
Peace Of Mind,Bini,instrumentalness,0.125
Kaze Wo Atsumete,Bini,instrumentalness,4.9e-05
I Was In The Spirit On The Lord's Day - Live,Bini,instrumentalness,0.000163
Born to Win - EDM Version,Bini,instrumentalness,0.922
The Letters - Live,Bini,instrumentalness,0.0
Patmos - Live,Bini,instrumentalness,4.17e-05
I Can't Stay Here - Live,Bini,instrumentalness,3.91e-06
Born To Win - String Quartet Version,Bini,instrumentalness,0.104
Born To Win - Latin Version,Bini,instrumentalness,0.775
Born To Win - Instrumental,Bini,instrumentalness,0.525
Huwag Muna Tayong Umuwi,Bini,instrumentalness,5.23e-05
The Mighty Chorus - Live,Bini,instrumentalness,3.32e-06
My Soul Follows - Live,Bini,instrumentalness,2.63e-06
Waterfall - Live,Bini,instrumentalness,0.0
Bringing Back the Ark - Live,Bini,instrumentalness,1.46e-06
Living Proof - Live,Bini,instrumentalness,0.0
Rabbit Hole,Bini,instrumentalness,1.84e-05
One Life,Bini,instrumentalness,0.0
All Creation - Live,Bini,instrumentalness,1.04e-06
How Great / It Is Happening - Live,Bini,instrumentalness,0.0
Faith Sees - Live,Bini,instrumentalness,1.31e-05
Lagi,Bini,instrumentalness,
Here With You,Bini,instrumentalness,0.0
I See Jesus,Bini,instrumentalness,0.0
Feel Like Dancing,Bini,instrumentalness,0.00107
Song of My Heart - Live,Bini,instrumentalness,0.000263
All Because You're Here - Live,Bini,instrumentalness,0.0
I Delight - Live,Bini,instrumentalness,1.52e-06
Be Still and Know - Live,Bini,instrumentalness,0.0
Joy Never-Ending - Live,Bini,instrumentalness,0.0
Nevroze ari,Bini,instrumentalness,0.0015
Theme From The House Of Glass,Bini,instrumentalness,0.901
Yes (Obedience) - Live,Bini,instrumentalness,0.0
Groove is in the Heart - Dee-Booty Mix,Bini,instrumentalness,0.139
Tell of Your Glory - Live,Bini,instrumentalness,0.0
Gate of Heaven - Live,Bini,instrumentalness,0.000106
Be Still and Know - Reprise,Bini,instrumentalness,0.0
Unshakable Love,Bini,instrumentalness,0.0
The Mighty Chorus,Bini,instrumentalness,0.0
Ain't Nothing Going On,Bini,instrumentalness,0.0043
Family Affair,Bini,instrumentalness,0.181
Calma,Bini,instrumentalness,0.00104
Lagi,Bini,instrumentalness,7.14e-05
Blessed Be the Name - Live,Bini,instrumentalness,5.1e-06
Pushin P - Instrumental,Bini,instrumentalness,0.783
7 Dite,Bini,instrumentalness,2.59e-06
Hide Away,Bini,instrumentalness,2.82e-05
Receive,Bini,instrumentalness,1.82e-06
Sitya Loss,Eddy Kenzo,instrumentalness,0.0
Tweyagale,Eddy Kenzo,instrumentalness,0.261
Mbilo Mbilo,Eddy Kenzo,instrumentalness,0.0
Mariaroza,Eddy Kenzo,instrumentalness,5.78e-06
Weekend,Eddy Kenzo,instrumentalness,1.88e-05
Balippila Boda,Eddy Kenzo,instrumentalness,0.0
Semyekozo,Eddy Kenzo,instrumentalness,0.133
Jambole,Eddy Kenzo,instrumentalness,3.28e-05
Selebu,Eddy Kenzo,instrumentalness,0.00121
Muleleetu,Eddy Kenzo,instrumentalness,0.0333
Zigido,Eddy Kenzo,instrumentalness,0.0
Blessed,Eddy Kenzo,instrumentalness,0.00399
Sango,Eddy Kenzo,instrumentalness,0.3
Mariarosa,Eddy Kenzo,instrumentalness,1.77e-05
Byansi,Eddy Kenzo,instrumentalness,0.324
Stamina [Rmx],Eddy Kenzo,instrumentalness,0.0
Nsimbudde,Eddy Kenzo,instrumentalness,0.391
Kadondo Style,Eddy Kenzo,instrumentalness,0.0
Enjoyment,Eddy Kenzo,instrumentalness,3.45e-06
Signal,Eddy Kenzo,instrumentalness,0.785
Soraye,Eddy Kenzo,instrumentalness,0.0
Nkulungula,Eddy Kenzo,instrumentalness,0.0
Nice and Lovely,Eddy Kenzo,instrumentalness,0.0
Come Over,Eddy Kenzo,instrumentalness,5.54e-06
Mbilo Mbilo (Remix) [feat. Niniola],Eddy Kenzo,instrumentalness,0.0
Omutto,Eddy Kenzo,instrumentalness,0.0063
So Good,Eddy Kenzo,instrumentalness,0.0
Missounwa (Remix),Eddy Kenzo,instrumentalness,0.51
Nze Mutuufu,Eddy Kenzo,instrumentalness,4.25e-06
Pull Up,Eddy Kenzo,instrumentalness,0.0197
Style Zo (Kadondo),Eddy Kenzo,instrumentalness,0.0
Practical,Eddy Kenzo,instrumentalness,0.311
Melo,Eddy Kenzo,instrumentalness,0.0698
Moni (Remix),Eddy Kenzo,instrumentalness,1.65e-06
Bibaawo,Eddy Kenzo,instrumentalness,0.00185
Viva Africa,Eddy Kenzo,instrumentalness,0.0
She Be Like(Ekotide),Eddy Kenzo,instrumentalness,0.000382
Sitya Loss (Remix) [feat. Toofan],Eddy Kenzo,instrumentalness,0.0
Let's Go (Palalawe),Eddy Kenzo,instrumentalness,1.29e-05
Leega,Eddy Kenzo,instrumentalness,0.0139
Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,instrumentalness,3.87e-06
Kikili Dance,Eddy Kenzo,instrumentalness,8.64e-05
Ya Solo (feat. Heavy K),Eddy Kenzo,instrumentalness,0.000599
Komole,Eddy Kenzo,instrumentalness,0.415
Yele,Eddy Kenzo,instrumentalness,0.0
Abakyakala - Remix,Eddy Kenzo,instrumentalness,0.0002
Freestyle,Eddy Kenzo,instrumentalness,0.0
Konkon,Eddy Kenzo,instrumentalness,0.0121
Shauri Yako,Eddy Kenzo,instrumentalness,4.4e-06
Jambole (Remix) [feat. Kcee],Eddy Kenzo,instrumentalness,0.0
obsessed,Olivia Rodrigo,instrumentalness,
vampire,Olivia Rodrigo,instrumentalness,
so american,Olivia Rodrigo,instrumentalness,
bad idea right?,Olivia Rodrigo,instrumentalness,
favorite crime,Olivia Rodrigo,instrumentalness,
deja vu,Olivia Rodrigo,instrumentalness,
traitor,Olivia Rodrigo,instrumentalness,
good 4 u,Olivia Rodrigo,instrumentalness,
get him back!,Olivia Rodrigo,instrumentalness,
stranger,Olivia Rodrigo,instrumentalness,
drivers license,Olivia Rodrigo,instrumentalness,
all-american bitch,Olivia Rodrigo,instrumentalness,
"jealousy, jealousy",Olivia Rodrigo,instrumentalness,
lacy,Olivia Rodrigo,instrumentalness,
love is embarrassing,Olivia Rodrigo,instrumentalness,
brutal,Olivia Rodrigo,instrumentalness,
happier,Olivia Rodrigo,instrumentalness,
scared of my guitar,Olivia Rodrigo,instrumentalness,
the grudge,Olivia Rodrigo,instrumentalness,
"1 step forward, 3 steps back",Olivia Rodrigo,instrumentalness,
girl i’ve always been,Olivia Rodrigo,instrumentalness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,instrumentalness,
making the bed,Olivia Rodrigo,instrumentalness,
enough for you,Olivia Rodrigo,instrumentalness,
ballad of a homeschooled girl,Olivia Rodrigo,instrumentalness,
logical,Olivia Rodrigo,instrumentalness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,instrumentalness,4.11e-06
pretty isn’t pretty,Olivia Rodrigo,instrumentalness,
teenage dream,Olivia Rodrigo,instrumentalness,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,instrumentalness,0.0
hope ur ok,Olivia Rodrigo,instrumentalness,
all-american bitch,Olivia Rodrigo,instrumentalness,
bad idea right?,Olivia Rodrigo,instrumentalness,
get him back!,Olivia Rodrigo,instrumentalness,
love is embarrassing,Olivia Rodrigo,instrumentalness,
ballad of a homeschooled girl,Olivia Rodrigo,instrumentalness,
vampire,Olivia Rodrigo,instrumentalness,
lacy,Olivia Rodrigo,instrumentalness,
making the bed,Olivia Rodrigo,instrumentalness,
the grudge,Olivia Rodrigo,instrumentalness,
logical,Olivia Rodrigo,instrumentalness,
pretty isn’t pretty,Olivia Rodrigo,instrumentalness,
teenage dream,Olivia Rodrigo,instrumentalness,
All I Want,Olivia Rodrigo,instrumentalness,0.0
vampire,Olivia Rodrigo,instrumentalness,
obsessed,Olivia Rodrigo,instrumentalness,0.0
drivers license,Olivia Rodrigo,instrumentalness,1.35e-05
so american,Olivia Rodrigo,instrumentalness,0.0
good 4 u,Olivia Rodrigo,instrumentalness,0.0
deja vu,Olivia Rodrigo,instrumentalness,6.62e-06
get him back!,Olivia Rodrigo,instrumentalness,
stranger,Olivia Rodrigo,instrumentalness,0.0
"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,instrumentalness,0.0
bad idea right?,Olivia Rodrigo,instrumentalness,
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,instrumentalness,0.0
scared of my guitar,Olivia Rodrigo,instrumentalness,0.0
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,instrumentalness,0.0
Start of Something New - Nini Version,Olivia Rodrigo,instrumentalness,
girl i’ve always been,Olivia Rodrigo,instrumentalness,0.0
brutal,Olivia Rodrigo,instrumentalness,1.26e-06
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,instrumentalness,0.0
all-american bitch,Olivia Rodrigo,instrumentalness,
All I Want - Love That Lasts Mix,Olivia Rodrigo,instrumentalness,0.0
the grudge,Olivia Rodrigo,instrumentalness,
happier,Olivia Rodrigo,instrumentalness,7.26e-06
"1 step forward, 3 steps back",Olivia Rodrigo,instrumentalness,0.0
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,instrumentalness,0.0
Wondering,Olivia Rodrigo,instrumentalness,0.0
Out of the Old,Olivia Rodrigo,instrumentalness,0.0
"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,instrumentalness,0.0
pretty isn’t pretty,Olivia Rodrigo,instrumentalness,
love is embarrassing,Olivia Rodrigo,instrumentalness,
The Rose Song,Olivia Rodrigo,instrumentalness,0.0
traitor,Olivia Rodrigo,instrumentalness,0.0
lacy,Olivia Rodrigo,instrumentalness,
making the bed,Olivia Rodrigo,instrumentalness,
ballad of a homeschooled girl,Olivia Rodrigo,instrumentalness,
"jealousy, jealousy",Olivia Rodrigo,instrumentalness,0.0
logical,Olivia Rodrigo,instrumentalness,
teenage dream,Olivia Rodrigo,instrumentalness,
favorite crime,Olivia Rodrigo,instrumentalness,0.0
Just for a Moment,Olivia Rodrigo,instrumentalness,0.0
enough for you,Olivia Rodrigo,instrumentalness,0.0
all-american bitch,Olivia Rodrigo,instrumentalness,1.71e-06
hope ur ok,Olivia Rodrigo,instrumentalness,1e-05
bad idea right?,Olivia Rodrigo,instrumentalness,6.43e-06
"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,instrumentalness,0.0
get him back!,Olivia Rodrigo,instrumentalness,0.0
love is embarrassing,Olivia Rodrigo,instrumentalness,0.0
ballad of a homeschooled girl,Olivia Rodrigo,instrumentalness,0.0
"Out of the Old - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,instrumentalness,0.0
vampire,Olivia Rodrigo,instrumentalness,0.0
lacy,Olivia Rodrigo,instrumentalness,0.0
making the bed,Olivia Rodrigo,instrumentalness,0.0
the grudge,Olivia Rodrigo,instrumentalness,0.0
Start of Something New - Nini Version,Olivia Rodrigo,instrumentalness,0.0
pretty isn’t pretty,Olivia Rodrigo,instrumentalness,0.0
logical,Olivia Rodrigo,instrumentalness,0.0
teenage dream,Olivia Rodrigo,instrumentalness,0.0
Wondering - Ashlyn & Nini Piano Version,Olivia Rodrigo,instrumentalness,0.0
Espresso,Sabrina Carpenter,instrumentalness,1.17e-05
Feather,Sabrina Carpenter,instrumentalness,
Nonsense,Sabrina Carpenter,instrumentalness,
because i liked a boy,Sabrina Carpenter,instrumentalness,
Looking at Me,Sabrina Carpenter,instrumentalness,5.11e-06
Read your Mind,Sabrina Carpenter,instrumentalness,
Vicious,Sabrina Carpenter,instrumentalness,
emails i can’t send,Sabrina Carpenter,instrumentalness,
Thumbs,Sabrina Carpenter,instrumentalness,0.0
opposite,Sabrina Carpenter,instrumentalness,1.86e-06
Already Over,Sabrina Carpenter,instrumentalness,
Sue Me,Sabrina Carpenter,instrumentalness,5.04e-05
Fast Times,Sabrina Carpenter,instrumentalness,
